date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:23	45141/45141	---M--	200	added ('OK')	image/gif	date:Thu,%2012%20Oct%202023%2004:37:52%20GMT	https://admin.pixelstrap.com/cuba/assets/images/giftools.gif	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/assets/images/giftools.gif	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:23	8836/8836	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Oct%202023%2004:37:52%20GMT	https://admin.pixelstrap.com/cuba/assets/images/other-images/cart-img.jpg	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/assets/images/other-images/cart-img.jpg	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:24	64502/64502	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/cart.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/cart.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:24	65458/65458	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/checkout.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/checkout.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:25	2432/2432	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Oct%202023%2004:37:52%20GMT	https://admin.pixelstrap.com/cuba/assets/images/dashboard/profile.png	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/assets/images/dashboard/profile.png	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:25	5901/5901	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/sign-up.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/sign-up.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:26	140912/140912	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/letter-box.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/letter-box.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:26	95139/95139	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/task.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/task.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:26	71743/71743	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/edit-profile.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/edit-profile.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:27	5475/5475	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/login.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/login.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:27	2342/2342	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Oct%202023%2004:37:51%20GMT	https://admin.pixelstrap.com/cuba/assets/images/logo/logo-icon.png	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/assets/images/logo/logo-icon.png	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:27	107603/107603	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-02.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-02.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:28	80525/80525	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-03.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-03.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:28	118799/118799	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-04.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-04.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:29	80739/80739	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-05.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-05.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:29	95428/95428	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-06.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-06.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:29	97708/97708	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-07.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-07.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:30	89362/89362	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/dashboard-08.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/dashboard-08.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:30	88255/88255	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/general-widget.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/general-widget.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:31	74785/74785	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/chart-widget.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/chart-widget.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:31	61584/61584	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/box-layout.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/box-layout.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:32	62499/62499	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/layout-rtl.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/layout-rtl.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:32	61344/61344	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/layout-dark.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/layout-dark.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:33	63904/63904	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/hide-on-scroll.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/hide-on-scroll.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:33	60505/60505	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/footer-light.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/footer-light.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:33	60857/60857	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/footer-dark.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/footer-dark.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:34	60842/60842	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/footer-fixed.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/footer-fixed.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:34	112759/112759	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/projects.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/projects.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:35	65513/65513	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/projectcreate.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/projectcreate.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:35	72148/72148	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/file-manager.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/file-manager.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:36	62253/62253	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/kanban.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/kanban.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:36	105466/105466	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/add-products.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/add-products.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:36	189960/189960	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/product.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/product.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:37	93018/93018	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/category.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/category.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:37	74527/74527	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/product-page.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/product-page.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:38	122758/122758	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/list-products.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/list-products.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:38	70493/70493	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/payment-details.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/payment-details.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:38	103454/103454	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/order-history.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/order-history.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:39	10592/10592	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/invoice-1.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/invoice-1.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:39	14763/14763	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/invoice-2.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/invoice-2.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:40	12172/12172	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/invoice-3.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/invoice-3.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:40	12392/12392	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/invoice-4.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/invoice-4.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:41	15365/15365	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/invoice-5.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/invoice-5.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:41	69312/69312	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/invoice-template.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/invoice-template.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:41	78442/78442	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/list-wish.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/list-wish.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:42	65825/65825	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/pricing.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/pricing.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:42	91198/91198	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/private-chat.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/private-chat.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:43	92120/92120	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/group-chat.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/group-chat.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:43	77698/77698	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/user-profile.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/user-profile.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:43	76006/76006	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/user-cards.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/user-cards.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:44	109683/109683	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/bookmark.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/bookmark.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:44	122886/122886	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/contacts.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/contacts.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:45	62208/62208	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/calendar-basic.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/calendar-basic.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:45	175921/175921	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/social-app.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/social-app.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:46	71615/71615	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/to-do.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/to-do.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:46	88624/88624	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/search.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/search.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:47	74641/74641	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/form-validation.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/form-validation.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:47	93212/93212	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/base-input.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/base-input.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:47	104630/104630	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/radio-checkbox-control.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/radio-checkbox-control.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:48	86057/86057	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/input-group.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/input-group.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:48	64449/64449	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/input-mask.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/input-mask.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:49	101589/101589	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/megaoptions.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/megaoptions.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:49	70409/70409	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/datepicker.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/datepicker.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:49	73810/73810	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/touchspin.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/touchspin.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:50	90203/90203	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/switch.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/switch.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
10:23:50	73623/73623	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2004:38:00%20GMT	https://admin.pixelstrap.com/cuba/template/select2.html	C:/My%20Web%20Sites/STL-eKYe/admin.pixelstrap.com/cuba/template/select2.html	(from https://admin.pixelstrap.com/cuba/template/index.html)
